input_name,preferred_name,cas,pubchem_cid,formula,molecular_weight,canonical_smiles,inchikey,identity_status,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,phase_25C_1atm,supply_class,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,pfas_basis,pfas_list_hits,persistence_screen,persistence_basis,reactive_groups,reactivity_flags,ghs_physical_h_codes,kinetics_coverage,kinetics_sources,data_quality,review_required,candidate_id,candidate_source,candidate_family,generation_rule,parent_candidate_id,structure_status,structure_status_reason,heavy_atom_count,element_symbols,amine_class,amine_class_label,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,candidate_scope
generated_tertiary_amine_n-propyl_difluoromethyl_trifluoromethyl,generated_tertiary_amine_n-propyl_difluoromethyl_trifluoromethyl,,,C5H10F5N,179.132,N(CCC)(FC(F))FC(F)(F),,manual_review_required,46.552160000000015,189.72160000000002,374.13063999999997,3.797378,0.085254597,value_available,0.22111399499999998,value_available,0.6894505719999999,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,038f5f6e-8070-543c-a1e7-cbd66965e900,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; difluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_difluoromethyl_trifluoroethyl,generated_tertiary_amine_n-propyl_difluoromethyl_trifluoroethyl,,,C6H12F5N,193.15900000000002,N(CCC)(FC(F))FC(F)(F)C,,manual_review_required,65.90942000000001,207.9567,395.45168,3.6781485,0.043216872,value_available,0.114853913,value_available,0.368700816,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,0ad3c8bb-f974-534a-aebd-2c42b4e2c90c,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; difluoromethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_fluoroethyl_fluoroethyl,generated_tertiary_amine_n-propyl_fluoroethyl_fluoroethyl,,,C7H17F2N,153.216,N(CCC)(FCC)FCC,,manual_review_required,-5.711919999999964,144.0308,322.73832000000004,4.017664,0.521045075,value_available,1.262206057,value_available,3.6278131790000003,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,6e4dd293-8778-5136-9f0d-ba62cb13399b,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; fluoroethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_fluoroethyl_difluoroethyl,generated_tertiary_amine_n-propyl_fluoroethyl_difluoroethyl,,,C7H16F3N,171.20600000000002,N(CCC)(FCC)FC(F)C,,manual_review_required,24.614280000000008,171.4178,354.08312,3.864749,0.176682382,value_available,0.44503283499999996,value_available,1.3400625179999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,3efb9496-a1b8-59ae-b203-81ca528e0974,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; fluoroethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_fluoroethyl_trifluoromethyl,generated_tertiary_amine_n-propyl_fluoroethyl_trifluoromethyl,,,C6H13F4N,175.169,N(CCC)(FCC)FC(F)(F),,manual_review_required,35.58322000000004,180.5697,364.10688000000005,3.8310635,0.122585087,value_available,0.31331866,value_available,0.9600552229999999,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,9d364450-9f50-54a2-8719-7077377b199e,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; fluoroethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_fluoroethyl_trifluoroethyl,generated_tertiary_amine_n-propyl_fluoroethyl_trifluoroethyl,,,C7H15F4N,189.19600000000003,N(CCC)(FCC)FC(F)(F)C,,manual_review_required,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,d82eb7ef-f0bf-5e39-9990-8254a666021e,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; fluoroethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_difluoroethyl_difluoroethyl,generated_tertiary_amine_n-propyl_difluoroethyl_difluoroethyl,,,C7H15F4N,189.19600000000003,N(CCC)(FC(F)C)FC(F)C,,manual_review_required,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,9b82effc-6f00-5296-9136-8316221befca,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; difluoroethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_difluoroethyl_trifluoromethyl,generated_tertiary_amine_n-propyl_difluoroethyl_trifluoromethyl,,,C6H12F5N,193.15900000000002,N(CCC)(FC(F)C)FC(F)(F),,manual_review_required,65.90942000000001,207.9567,395.45168,3.6781485,0.043216872,value_available,0.114853913,value_available,0.368700816,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,6347a80b-30c8-521f-bb8e-c52789e75563,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; difluoroethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-propyl_trifluoromethyl_trifluoromethyl,generated_tertiary_amine_n-propyl_trifluoromethyl_trifluoromethyl,,,C5H9F6N,197.122,N(CCC)(FC(F)(F))FC(F)(F),,manual_review_required,76.87836000000004,217.10860000000002,405.47544000000005,3.644463,0.030282233000000002,value_available,0.08166391,value_available,0.26676904,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,cafce39b-8f89-5949-a160-526e9ef3235e,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-propyl; trifluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_isopropyl_isopropyl_fluoromethyl,generated_tertiary_amine_isopropyl_isopropyl_fluoromethyl,,,C7H17FN,134.218,N(C(C)C)(C(C)C)FC,,manual_review_required,-37.42915999999997,115.33340000000004,289.86136,4.179147,1.6839573270000001,value_available,3.916344604,value_available,10.72182647,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,d7d7c493-3bb0-5db9-845f-60d929d7a84b,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; isopropyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_isopropyl_difluoromethyl,generated_tertiary_amine_isopropyl_isopropyl_difluoromethyl,,,C7H16F2N,152.208,N(C(C)C)(C(C)C)FC(F),,manual_review_required,-7.102959999999996,142.72040000000004,321.20616000000007,4.026232,0.548831734,value_available,1.327189318,value_available,3.8066163,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,375e65ca-b66f-5ae8-ba99-e39293b9a719,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; isopropyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_isopropyl_fluoroethyl,generated_tertiary_amine_isopropyl_isopropyl_fluoroethyl,,,C8H19FN,148.245,N(C(C)C)(C(C)C)FCC,,manual_review_required,-18.07189999999997,133.56850000000003,311.18240000000003,4.0599175,0.801642827,value_available,1.910402,value_available,5.384607353000001,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,45fb4a22-80bd-5e43-8a91-4fd6a26d40ba,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; isopropyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_isopropyl_difluoroethyl,generated_tertiary_amine_isopropyl_isopropyl_difluoroethyl,,,C8H18F2N,166.235,N(C(C)C)(C(C)C)FC(F)C,,manual_review_required,12.2543,160.95550000000003,342.5272,3.9070025,0.268575272,value_available,0.665508678,value_available,1.965175536,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,45690e12-effd-5700-a558-da9b8636d379,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; isopropyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_isopropyl_trifluoromethyl,generated_tertiary_amine_isopropyl_isopropyl_trifluoromethyl,,,C7H15F3N,170.198,N(C(C)C)(C(C)C)FC(F)(F),,manual_review_required,23.223240000000033,170.10740000000004,352.55096000000003,3.873317,0.185781404,value_available,0.467132139,value_available,1.4036677549999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,c55667e2-5085-5097-9d64-244f2761d8f9,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; isopropyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_isopropyl_trifluoroethyl,generated_tertiary_amine_isopropyl_isopropyl_trifluoroethyl,,,C8H17F3N,184.225,N(C(C)C)(C(C)C)FC(F)(F)C,,manual_review_required,42.58050000000003,188.34250000000003,373.87200000000007,3.7540875,0.093010999,value_available,0.23964361,value_available,0.7413645729999999,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,79691b00-e52f-58bd-bc78-fc3d2563b5f6,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; isopropyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_n-butyl_fluoromethyl,generated_tertiary_amine_isopropyl_n-butyl_fluoromethyl,,,C8H19FN,148.245,N(C(C)C)(CCCC)FC,,manual_review_required,-18.07189999999997,133.56850000000003,311.18240000000003,4.0599175,0.801642827,value_available,1.910402,value_available,5.384607353000001,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,9502a6c7-7430-5459-b93b-62f56d2828bd,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; n-butyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_n-butyl_difluoromethyl,generated_tertiary_amine_isopropyl_n-butyl_difluoromethyl,,,C8H18F2N,166.235,N(C(C)C)(CCCC)FC(F),,manual_review_required,12.2543,160.95550000000003,342.5272,3.9070025,0.268575272,value_available,0.665508678,value_available,1.965175536,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,88f0cf77-a730-554c-b648-7a5f32bb5643,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; n-butyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_n-butyl_trifluoromethyl,generated_tertiary_amine_isopropyl_n-butyl_trifluoromethyl,,,C8H17F3N,184.225,N(C(C)C)(CCCC)FC(F)(F),,manual_review_required,42.58050000000003,188.34250000000003,373.87200000000007,3.7540875,0.093010999,value_available,0.23964361,value_available,0.7413645729999999,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,c8643f98-f0c2-56bc-8b37-06a6171fc2c5,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; n-butyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_tert-butyl_fluoromethyl,generated_tertiary_amine_isopropyl_tert-butyl_fluoromethyl,,,C8H19FN,148.245,N(C(C)C)(C(C)(C)C)FC,,manual_review_required,-18.07189999999997,133.56850000000003,311.18240000000003,4.0599175,0.801642827,value_available,1.910402,value_available,5.384607353000001,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,1d523aa1-9f74-5af8-b0fa-030c67410b25,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; tert-butyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_tert-butyl_difluoromethyl,generated_tertiary_amine_isopropyl_tert-butyl_difluoromethyl,,,C8H18F2N,166.235,N(C(C)C)(C(C)(C)C)FC(F),,manual_review_required,12.2543,160.95550000000003,342.5272,3.9070025,0.268575272,value_available,0.665508678,value_available,1.965175536,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,4d42b304-5a06-5a0d-b0b9-6063a9e401bf,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; tert-butyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_tert-butyl_trifluoromethyl,generated_tertiary_amine_isopropyl_tert-butyl_trifluoromethyl,,,C8H17F3N,184.225,N(C(C)C)(C(C)(C)C)FC(F)(F),,manual_review_required,42.58050000000003,188.34250000000003,373.87200000000007,3.7540875,0.093010999,value_available,0.23964361,value_available,0.7413645729999999,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,55ea70f4-e289-5809-848c-fbadde2c9a9e,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; tert-butyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_vinyl,generated_tertiary_amine_isopropyl_vinyl_vinyl,,,C7H13N,111.188,N(C(C)C)(C=C)C=C,,manual_review_required,-74.71055999999999,81.39440000000002,250.85576000000003,4.374902,7.201594039,value_available,15.967175382999999,value_available,41.291007143,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,2f3cb96c-0b85-5f8f-b20f-018e071ce8d6,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,isopropyl; vinyl; vinyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_fluoromethyl,generated_tertiary_amine_isopropyl_vinyl_fluoromethyl,,,C6H13FN,118.17500000000001,N(C(C)C)(C=C)FC,,manual_review_required,-59.56849999999997,94.47750000000002,265.476,4.3155125,4.048700459,value_available,9.156907407999999,value_available,24.248140485,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,9805357a-50eb-5f57-9779-24dee2c20f2f,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; vinyl; fluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_difluoromethyl,generated_tertiary_amine_isopropyl_vinyl_difluoromethyl,,,C6H12F2N,136.16500000000002,N(C(C)C)(C=C)FC(F),,manual_review_required,-29.24229999999997,121.86450000000002,296.8208000000001,4.1625975,1.2720866229999999,value_available,2.9915323739999997,value_available,8.299304024,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,0448692e-cc6c-55a8-8fc3-c1359c906e02,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; vinyl; difluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_fluoroethyl,generated_tertiary_amine_isopropyl_vinyl_fluoroethyl,,,C7H15FN,132.202,N(C(C)C)(C=C)FCC,,manual_review_required,-40.211239999999975,112.71260000000001,286.79704000000004,4.196283,1.87692173,value_available,4.349840922,value_available,11.858899595,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,a06838e1-1aba-58bd-be1b-36fff0785bfb,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; vinyl; fluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_difluoroethyl,generated_tertiary_amine_isopropyl_vinyl_difluoroethyl,,,C7H14F2N,150.192,N(C(C)C)(C=C)FC(F)C,,manual_review_required,-9.885040000000004,140.0996,318.14184,4.043368,0.609107526,value_available,1.467793715,value_available,4.192319674999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,dbc1d0bf-d7ab-5f0b-ada3-b1f73b0fd78f,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; vinyl; difluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_trifluoromethyl,generated_tertiary_amine_isopropyl_vinyl_trifluoromethyl,,,C6H11F3N,154.155,N(C(C)C)(C=C)FC(F)(F),,manual_review_required,1.0839000000000283,149.25150000000002,328.16560000000004,4.0096825,0.41787634500000004,value_available,1.021806485,value_available,2.969853126,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,78df2554-659c-5b09-8a7a-76f8dd9fdc87,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; vinyl; trifluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_isopropyl_vinyl_trifluoroethyl,generated_tertiary_amine_isopropyl_vinyl_trifluoroethyl,,,C7H13F3N,168.18200000000002,N(C(C)C)(C=C)FC(F)(F)C,,manual_review_required,20.441160000000025,167.4866,349.4866400000001,3.890453,0.20545928900000002,value_available,0.514802545,value_available,1.540452825,value_available,liquid,heated_source_required,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,30ba8700-e8ea-5664-ad54-1e7a16ce1b16,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,isopropyl; vinyl; trifluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
